countrycode,country,year,fdi,rgdpo,pop,csh_i,ave_income
GBR,United Kingdom,1990,184.76222601074124,1385561.75,57.110117,107.58746599999999,48.84011546
GRC,Greece,1990,61.89152091498935,166414.3906,10.131737,143.4114819,33.06517438
HUN,Hungary,1990,,130411.6563,10.385061,89.57332365,25.27965863
IRL,Ireland,1990,76.62306852076316,61747.14453,3.563106,136.6235015,34.88606474
ISL,Iceland,1990,20.948060168190217,7683.538086,0.25483,134.5707299,60.69802223
ISR,Israel,1990,,95793.0625,4.499161,125.46597179999999,42.8614017
ITA,Italy,1990,32.82584285669907,1408685.875,57.007577000000005,133.7913812,49.74454051
JPN,Japan,1990,3.420179042551851,3377821.0,122.24928500000001,172.8418465,55.62296686
KOR,"Korea, Rep.",1990,17.016188412408315,530216.125,42.972254,185.8370145,24.8386875
LUX,Luxembourg,1990,,13105.78125,0.381787,165.255276,69.10438792
LVA,Latvia,1990,,41735.84766,2.663985,108.8981869,31.53852001
MEX,Mexico,1990,58.49268789762776,880263.6875,85.609404,97.77103676,20.69927619
NLD,Netherlands,1990,204.7872318213126,370270.9063,14.915139000000002,127.61175320000001,49.9753829
NOR,Norway,1990,50.48215509073888,123667.9375,4.240375,123.04112409999999,58.71062433
NZL,New Zealand,1990,229.79290946456575,70557.5,3.397534,106.00164540000002,41.80644309
POL,Poland,1990,8.132063710133162,296481.5313,38.195258,99.48401326,15.62615196
PRT,Portugal,1990,199.87227500817207,138969.3438,9.890319,146.9118992,28.28606621
SVK,Slovak Republic,1990,,87403.08594,5.277709,134.8430246,33.33843218
SVN,Slovenia,1990,,34268.70313,2.00652,100.9776902,34.38096186
SWE,Sweden,1990,46.29409853913391,232926.0938,8.559107000000001,166.21385049999998,54.78397420000001
TUR,Turkey,1990,27.366511641354148,546841.6875,53.99460500000001,117.58749479999999,20.38802196
USA,United States,1990,48.88651869849286,9203558.0,252.84781,117.9531102,73.27577212
AUS,Australia,1991,79.90266007303575,459646.7188,17.325817999999998,121.98686090000001,53.40651784
AUT,Austria,1991,12.489984853483001,192484.1719,7.7551429999999995,166.7581293,49.96536438
BEL,Belgium,1991,,232644.6719,10.011217,149.7768927,46.78106254
CAN,Canada,1991,28.39161609061746,812978.75,28.014102,123.1418527,58.42064326
CHE,Switzerland,1991,65.54077857001776,236716.1563,6.7399949999999995,181.3468814,70.70207701
CHL,Chile,1991,131.0866269159669,102726.0,13.354054000000001,91.62150672,15.48570907
CZE,Czech Republic,1991,,181660.75,10.328439999999999,90.50404253,35.40708864
DEU,Germany,1991,15.374276818515595,2088386.875,79.483739,149.59344850000002,52.89279449
DNK,Denmark,1991,67.2245298466454,132006.3594,5.154309,120.7933858,51.55707248
ESP,Spain,1991,130.84217976337914,697440.75,39.287043,148.9665947,35.73730698
EST,Estonia,1991,,18977.18359,1.5482870000000002,106.6021603,24.67426007
FIN,Finland,1991,-10.980670051866966,113355.8906,5.009380999999999,157.64857560000002,45.55372287
FRA,France,1991,71.96861440659424,1452341.5,58.724885,133.9144815,49.78636498
GBR,United Kingdom,1991,86.7848198614121,1363586.625,57.2646,100.51503170000001,47.9358406
GRC,Greece,1991,65.07629197725353,177589.7969,10.217782000000001,152.2646667,34.98849195
HUN,Hungary,1991,253.6655051785512,118674.5703,10.370223,79.34796354,23.03739764
IRL,Ireland,1991,164.08694338315172,62750.61719,3.5701400000000003,129.6502121,35.38315876
ISL,Iceland,1991,16.35129064783672,7823.562012,0.257387,149.40255919999998,61.19018519
ISR,Israel,1991,,104952.1563,4.6416,168.9381307,45.51845373
ITA,Italy,1991,11.651551872567468,1452529.375,57.029614,137.7928726,51.27295387
JPN,Japan,1991,2.1623988434580967,3595439.25,122.702527,175.24606880000002,58.98781296
KOR,"Korea, Rep.",1991,21.835002688545035,591618.3125,43.358715999999994,201.6149267,27.46812669
LUX,Luxembourg,1991,,14619.34961,0.386355,173.4010152,76.17375439
LVA,Latvia,1991,,36888.20313,2.6450560000000003,106.7505854,28.07478737
MEX,Mexico,1991,90.9102112045793,914965.5,87.347208,106.84955990000002,21.08723012
NLD,Netherlands,1991,104.85918035573638,382394.9688,15.019184,127.71031299999999,51.25422582
NOR,Norway,1991,-19.667790762092505,124196.4375,4.262367,127.09860079999999,58.657310200000005
NZL,New Zealand,1991,181.85813221722555,69166.40625,3.445596,93.29093877,40.41054455
POL,Poland,1991,20.51778065223094,295930.4063,38.297549,83.23986077,15.55544559
PRT,Portugal,1991,165.3975513865425,144737.4375,9.909574000000001,144.8396643,29.40287114
SVK,Slovak Republic,1991,,69041.91406,5.298080000000001,128.03415990000002,26.23361601
SVN,Slovenia,1991,,31232.464839999997,2.007918,93.62512376,31.31296071
SWE,Sweden,1991,141.6106393287909,231341.0938,8.616535,147.8421741,54.04854093
TUR,Turkey,1991,32.547785387142554,529921.1875,54.909507999999995,103.97164529999999,19.42797687
USA,United States,1991,22.633516963812262,9171585.0,255.36716,113.29309070000001,72.30081536
AUS,Australia,1992,105.75396623789419,478489.2813,17.538387,126.1758743,54.92200848
AUT,Austria,1992,44.57555506084325,201056.3594,7.813393,166.9043195,51.80145895
BEL,Belgium,1992,,241603.5781,10.050405,147.6258568,48.3931225
CAN,Canada,1992,48.611476557099465,821074.3125,28.353842999999998,116.578404,58.29541271
CHE,Switzerland,1992,25.028375315305425,237985.5313,6.814186,165.4701426,70.30729943
CHL,Chile,1992,122.77490202279877,115032.2969,13.566942000000001,101.8981003,17.06874811
CZE,Czech Republic,1992,,180312.4844,10.33393,98.43452328,35.12563047
DEU,Germany,1992,-6.011563990282638,2164367.75,80.07594,149.6295483,54.41177016
DNK,Denmark,1992,40.10900415529619,137915.2969,5.171304,119.6238002,53.68787517
ESP,Spain,1992,127.19676966901596,716274.5,39.397403000000004,148.388362,36.59954965
EST,Estonia,1992,,14263.167969999999,1.520879,94.07961198,18.87926922
FIN,Finland,1992,21.216427509520653,109385.6328,5.034898,144.9608108,43.73543526
FRA,France,1992,93.94386759304717,1481791.5,59.01591,130.0454883,50.54542322
GBR,United Kingdom,1992,84.62209867480377,1376120.375,57.41946899999999,104.5783325,48.24597633
GRC,Greece,1992,59.33841655238672,180818.125,10.321044,143.9936956,35.26810931
HUN,Hungary,1992,230.26831641870857,119280.2422,10.364661,63.33329377,23.16739783
IRL,Ireland,1992,155.24197484332174,67141.95313,3.5823419999999997,114.305282,37.73034462
ISL,Iceland,1992,-11.26090127293105,7503.133789,0.259895,137.22907130000002,58.11772589
ISR,Israel,1992,,114117.1875,4.806983,173.5974842,47.79058202
ITA,Italy,1992,14.22363710442002,1480874.875,57.06276,139.81684140000002,52.24315993
JPN,Japan,1992,4.256663737338876,3732200.75,123.180357,170.9758938,60.99403767
KOR,"Korea, Rep.",1992,12.542586710122034,635053.0625,43.70817,193.8461253,29.24901447
LUX,Luxembourg,1992,,14976.861330000002,0.3914,156.1492892,77.03069808
LVA,Latvia,1992,,24936.15625,2.6113060000000003,113.8293915,19.22363847
MEX,Mexico,1992,72.83408110845369,950663.5,89.110043,119.1841054,21.47652505
NLD,Netherlands,1992,104.08085982083175,388023.625,15.128288000000001,129.95518710000002,51.63357922
NOR,Norway,1992,-30.784019582297546,128282.3047,4.285504,102.3944682,60.25994004
NZL,New Zealand,1992,280.04329139040874,71163.41406,3.502765,99.36859448,40.89871093
POL,Poland,1992,43.32670491845171,319655.625,38.396826000000004,68.74897326,16.75910692
PRT,Portugal,1992,104.9596254835341,149054.5625,9.943197,154.4063628,30.17748734
SVK,Slovak Republic,1992,,64357.109379999994,5.317480000000001,108.6826916,24.364332100000002
SVN,Slovenia,1992,,29768.87305,2.005535,95.02180227,29.88105967
SWE,Sweden,1992,-0.1165360613948111,229699.6563,8.677787,142.90350990000002,53.28625584
TUR,Turkey,1992,32.109492385503344,553209.375,55.811133999999996,107.5318735,19.95411775
USA,United States,1992,18.262555240532528,9509170.0,257.908206,116.34233490000001,74.22347738
AUS,Australia,1993,83.56574701482677,496492.75,17.738428,132.894408,56.34581018
AUT,Austria,1993,35.75286678068997,206013.7969,7.874675,166.739702,52.6656579
BEL,Belgium,1993,,244074.7031,10.091889,147.057023,48.68712734
CAN,Canada,1993,49.601318341646746,840573.8125,28.680921,122.2790926,58.999266000000006
CHE,Switzerland,1993,38.926176304380924,242554.5469,6.8903,162.8804782,70.86554562
CHL,Chile,1993,126.48163900169189,122582.8984,13.778676,120.7483018,17.90961475
CZE,Czech Republic,1993,97.1161264721856,182877.3125,10.338381,101.0601613,35.60993197
DEU,Germany,1993,1.1696463852658872,2190119.5,80.675999,142.8092719,54.64964011
DNK,Denmark,1993,72.10686989760656,137288.75,5.190631,111.24990279999999,53.24497665
ESP,Spain,1993,111.4575143779438,728109.25,39.518427,136.353693,37.09033408
EST,Estonia,1993,,13488.50195,1.48812,89.01029163,18.24692184
FIN,Finland,1993,58.32402767683019,109277.1484,5.061465,135.163245,43.46272597
FRA,France,1993,94.58269480789447,1481563.125,59.292228,119.1039283,50.30211393
GBR,United Kingdom,1993,93.82018174717184,1427749.75,57.57596899999999,105.93298329999999,49.92001224
GRC,Greece,1993,54.12996813965005,185564.1563,10.433351,139.59580259999998,35.80421195
HUN,Hungary,1993,353.0795614712122,127498.3672,10.363797,79.68498335,24.76564091
IRL,Ireland,1993,128.78982737634502,71282.0625,3.599451,108.98655670000001,39.86647506
ISL,Iceland,1993,0.207732105007433,7622.693848000001,0.262383,133.2886637,58.48394101
ISR,Israel,1993,,120839.0078,4.985652,182.6093805,48.79204665
ITA,Italy,1993,21.29120129394171,1480556.0,57.097411,129.3730181,52.20021222
JPN,Japan,1993,0.1606531253128577,3852766.75,123.658854,168.3682903,62.7207649
KOR,"Korea, Rep.",1993,9.177651025951059,690907.75,44.031222,194.829433,31.58807583
LUX,Luxembourg,1993,,16094.18457,0.396807,168.31734540000002,81.64949424
LVA,Latvia,1993,,21958.9375,2.568603,46.10796917,17.20989352
MEX,Mexico,1993,52.84026294715362,960177.625,90.887097,120.3857507,21.26734105
NLD,Netherlands,1993,110.19887294932988,402451.2188,15.239262,120.157822,53.16345014
NOR,Norway,1993,49.57235990595487,129333.6875,4.309606,117.568172,60.41404841
NZL,New Zealand,1993,309.21163342108014,76772.78125,3.564227,114.0706337,43.3616465
POL,Poland,1993,107.64520980635332,348371.0938,38.485892,73.89369756,18.22235074
PRT,Portugal,1993,97.31703607922135,152504.1875,9.986828,143.7069254,30.74100382
SVK,Slovak Republic,1993,72.857702826851,65030.46875,5.335292,102.41931170000001,24.53706071
SVN,Slovenia,1993,,32025.88672,2.000783,107.3994706,32.22292947
SWE,Sweden,1993,106.38238864749165,224128.6719,8.7375,127.6295881,51.63855432
TUR,Turkey,1993,21.280583622848713,606535.5625,56.707454000000006,122.3957173,21.53178163
USA,United States,1993,45.02926483048221,9786068.0,260.52742,120.0938,75.61685956
AUS,Australia,1994,93.56503041471596,520231.0625,17.932214000000002,139.4005766,58.40179737
AUT,Austria,1994,62.69078278281426,216761.3438,7.929911,168.75897859999998,55.02719406
BEL,Belgium,1994,,251010.5781,10.130251,143.5870518,49.88105887
CAN,Canada,1994,85.75238555678933,882612.8125,28.995821999999997,124.42113629999999,61.27716281
CHE,Switzerland,1994,75.86316097172055,249963.7188,6.959860000000001,165.1379332,72.30033669
CHL,Chile,1994,273.0500589164246,133572.5625,13.987998999999999,111.63140729999999,19.22319234
CZE,Czech Republic,1994,111.33306779741115,192908.0313,10.339439,111.0566679,37.55927321
DEU,Germany,1994,19.923267813650806,2279623.25,81.206786,140.02333069999997,56.51120938
DNK,Denmark,1994,193.25838731104622,144507.9063,5.211321,117.609489,55.82228761
ESP,Spain,1994,104.99877555720832,760541.6875,39.641740000000006,137.0249649,38.62194681
EST,Estonia,1994,,13020.17188,1.4571450000000001,88.110803,17.98778936
FIN,Finland,1994,87.27319179826952,116753.8438,5.086499,141.16897580000003,46.20788282
FRA,France,1994,68.31702167777098,1514447.375,59.556459999999994,120.7545406,51.19047476
GBR,United Kingdom,1994,56.69152431915485,1478346.875,57.736667000000004,108.8262173,51.54523029999999
GRC,Greece,1994,50.7191546516342,195787.9531,10.54297,131.1326102,37.38409241
HUN,Hungary,1994,159.80145998587034,134203.6875,10.361134,87.70452169,26.07480113
IRL,Ireland,1994,88.40645940490816,74829.91406,3.6206160000000005,115.48907700000001,41.60606339
ISL,Iceland,1994,-1.3146514295684504,7865.760254000001,0.264893,114.88668919999999,59.77699366
ISR,Israel,1994,,129511.4688,5.163901,184.002144,50.48869755
ITA,Italy,1994,12.100984551908587,1528411.125,57.119163,132.7504532,53.86692712
JPN,Japan,1994,1.1200455089931238,3980358.5,124.101546,162.1254916,64.56673773
KOR,"Korea, Rep.",1994,10.704595110239849,763892.875,44.34253,201.90971919999998,34.67974033
LUX,Luxembourg,1994,,17100.19727,0.402431,158.27871519999997,85.54084556
LVA,Latvia,1994,,21604.99219,2.525444,53.04380842,17.22186645
MEX,Mexico,1994,125.32380513345834,994086.75,92.663664,126.4675881,21.59626574
NLD,Netherlands,1994,114.78247981291057,414588.7188,15.347792000000002,120.38031840000001,54.37952653
NOR,Norway,1994,129.75790952127267,134346.2188,4.334434,119.58123959999999,62.39602157
NZL,New Zealand,1994,272.8321500637953,81899.46875,3.6231809999999998,119.5480928,45.50455804
POL,Poland,1994,102.013225643601,376058.1563,38.553354999999996,74.15011111,19.63616539
PRT,Portugal,1994,76.7761063419011,162016.9063,10.0336,151.438961,32.50628943
SVK,Slovak Republic,1994,81.02619107182069,67440.73438,5.350643,85.65126145,25.37348738
SVN,Slovenia,1994,,33913.55469,1.9956150000000001,112.41237659999999,34.21057706
SWE,Sweden,1994,167.15881488738904,238255.5625,8.788696,136.93895619999998,54.57358104
TUR,Turkey,1994,28.04586963404055,570614.375,57.608768999999995,84.49794974,19.93966967
USA,United States,1994,38.049443808890956,10205495.0,263.301323,121.68689540000001,78.02699458
AUS,Australia,1995,197.43439744035928,549039.4375,18.12477,131.9565991,60.98104789999999
AUT,Austria,1995,47.532356390358814,227580.2969,7.9728330000000005,175.05371440000002,57.46267488
BEL,Belgium,1995,,264544.75,10.161914,142.9106293,52.40678022
CAN,Canada,1995,93.0089127627842,930239.9375,29.299478000000004,120.7914102,63.91443353
CHE,Switzerland,1995,73.16606995696738,254376.1406,7.017042,163.99518899999998,72.97702321
CHL,Chile,1995,242.7085918228847,153512.1094,14.193985999999999,131.53189790000002,21.77218987
CZE,Czech Republic,1995,258.9434910929923,202041.3438,10.335556,126.966546,39.35231177
DEU,Germany,1995,27.879974740088738,2376434.0,81.6129,136.36202619999997,58.61797257
DNK,Denmark,1995,134.88387492160035,150848.8125,5.232582,129.5770355,58.03496128
ESP,Spain,1995,79.52420088078122,802563.875,39.764267,143.5354111,40.63034148
EST,Estonia,1995,277.72494417273754,14089.92969,1.433076,83.89810772,19.79262741
FIN,Finland,1995,46.90410247694704,131239.125,5.108176,142.80967119999997,51.72033392
FRA,France,1995,89.37257379169732,1554860.25,59.81188100000001,120.14453780000001,52.33204988
GBR,United Kingdom,1995,98.11715465520186,1554253.625,57.90379,120.13851409999998,54.03544651
GRC,Greece,1995,46.37691118916127,203839.2344,10.641169,133.8069071,38.56224283
HUN,Hungary,1995,623.921486434599,137237.1563,10.351994,85.38240805,26.68772446
IRL,Ireland,1995,125.9758838046783,86206.13281,3.6453330000000004,129.4213432,47.60634091
ISL,Iceland,1995,-7.998793234538018,7891.046875,0.26745399999999997,120.77242759999999,59.39492961
ISR,Israel,1995,81.12421329078153,136372.1406,5.331622,182.6476119,51.49086083
ITA,Italy,1995,24.930754352377495,1596989.125,57.120135999999995,140.93483799999998,56.28291369
JPN,Japan,1995,0.0435139138866176,4177391.25,124.483305,163.338215,67.55506073
KOR,"Korea, Rep.",1995,19.2497576333081,850540.6875,44.652994,202.0585435,38.34496594
LUX,Luxembourg,1995,,17346.60938,0.408148,150.85550369999999,85.55802925
LVA,Latvia,1995,187.0690521886817,20884.98828,2.487988,50.03056028,16.898564
MEX,Mexico,1995,159.49255167855932,904550.5,94.426946,90.04342675,19.28415975
NLD,Netherlands,1995,164.7927367695395,438483.0313,15.450803,120.671181,57.13017869
NOR,Norway,1995,94.88264731686773,145567.9375,4.359788,120.5921138,67.21469051
NZL,New Zealand,1995,312.79368780421095,86620.49219,3.674886,123.73760190000002,47.45048132
POL,Poland,1995,155.1895772317908,416884.7188,38.59186,83.38750855,21.74623674
PRT,Portugal,1995,34.93445440201708,168194.6719,10.078431,157.3125327,33.59565815
SVK,Slovak Republic,1995,55.318928588591035,70739.13281,5.36295,102.33860159999999,26.55338117
SVN,Slovenia,1995,42.621254372066836,36630.89453,1.991487,125.41354640000002,37.02831032
SWE,Sweden,1995,341.07609039432486,255998.1094,8.82672,141.01471919999997,58.3849959
TUR,Turkey,1995,31.478777161798387,611275.125,58.52231999999999,96.70924698,21.02708328
USA,United States,1995,45.46500091003915,10501270.0,266.27552799999995,118.41513940000002,79.39157479
AUS,Australia,1996,93.09047450195179,576827.4375,18.31834,131.53426629999998,63.39042167
AUT,Austria,1996,112.17545208923723,232270.0469,8.000453,168.012118,58.44434229
BEL,Belgium,1996,,264529.9375,10.185077,140.10150990000002,52.28466851
CAN,Canada,1996,92.41182853375525,948945.0,29.590952,116.5596956,64.55738802
CHE,Switzerland,1996,79.86332486455429,258059.9531,7.059633,162.157595,73.58720973
CHL,Chile,1996,371.9247129213381,160590.75,14.396020000000002,134.8046308,22.45649286
CZE,Czech Republic,1996,129.1701330335983,211450.25,10.326682,135.6160094,41.22030925
DEU,Germany,1996,15.480614369453946,2409760.75,81.870772,127.2824447,59.25280125
DNK,Denmark,1996,24.850170192511246,156407.4375,5.254383,122.97927790000001,59.92382418
ESP,Spain,1996,90.5047902112197,831368.4375,39.878881,138.31249269999998,41.9676272
EST,Estonia,1996,190.81182962756378,12912.6582,1.417786,92.09692339,18.33448933
FIN,Finland,1996,51.032123506023375,131019.0156,5.126021,139.7927896,51.45384066
FRA,France,1996,82.4931685994615,1587360.25,60.055803000000004,110.8604502,53.20891077
GBR,United Kingdom,1996,117.20976858607861,1641439.0,58.079322,115.5331027,56.894077
GRC,Greece,1996,43.727325790061926,209472.0313,10.725634,135.75183810000001,39.31578191
HUN,Hungary,1996,424.93343178389625,135652.3438,10.334876,88.58063246,26.42322835
IRL,Ireland,1996,207.9880632527495,93017.17188,3.673553,137.48410810000001,50.97305547
ISL,Iceland,1996,68.55161653585733,8121.557129000001,0.27008899999999997,137.39983069999997,60.53356519
ISR,Israel,1996,76.5969718074093,146179.5,5.486219,180.48253,53.63856844
ITA,Italy,1996,16.331129521583765,1627294.25,57.09190600000001,133.9714357,57.37931959
JPN,Japan,1996,0.2589653144537097,4247369.0,124.794817,165.08855669999997,68.51525693
KOR,"Korea, Rep.",1996,23.438661126921215,906221.4375,44.967346,204.76384860000002,40.56961832
LUX,Luxembourg,1996,,17784.0293,0.414,151.90543069999998,86.47561719
LVA,Latvia,1996,385.430443361168,21185.14063,2.4583049999999997,61.28168089,17.34840024
MEX,Mexico,1996,134.74099751088693,925872.0625,96.18171,107.6180744,19.37859704
NLD,Netherlands,1996,224.58646920082424,458065.9688,15.546647,123.1110223,59.31371641
NOR,Norway,1996,117.20266787347472,163886.0156,4.385951,109.85563700000002,75.22149621
NZL,New Zealand,1996,200.91648029355812,89882.07031,3.7172389999999997,120.19927949999999,48.67617329
POL,Poland,1996,169.53633868889344,439375.375,38.599825,91.10449144,22.91470252
PRT,Portugal,1996,66.21531690865994,172599.2656,10.119985,154.2831293,34.33388285
SVK,Slovak Republic,1996,76.01745573220434,75516.46875,5.372115,130.34094679999998,28.29829169
SVN,Slovenia,1996,48.637593887875674,38057.16797,1.9890419999999998,122.4819629,38.51734643
SWE,Sweden,1996,114.91597460847241,264109.2813,8.84942,136.3543888,60.08038433
TUR,Turkey,1996,23.984315316433676,687469.25,59.451488,88.20733503,23.27846797
USA,United States,1996,64.39156447230833,10926444.0,269.483224,119.13764520000001,81.62269987
AUS,Australia,1997,105.86380664066424,603486.9375,18.512971,133.7713551,65.62292733
AUT,Austria,1997,74.33332773548211,243827.4688,8.015255999999999,156.9330784,61.23913936
BEL,Belgium,1997,,275853.4375,10.201758,134.9299958,54.43362151
CAN,Canada,1997,106.40716078188592,982964.5,29.871091999999997,127.2317953,66.24461498
CHE,Switzerland,1997,153.72589511577598,268559.2188,7.090176,148.9600083,76.25123732
CHL,Chile,1997,374.07508312653823,163786.9375,14.59407,139.6216155,22.59262448
CZE,Czech Republic,1997,125.51113635932174,204963.1406,10.313836,125.43053799999998,40.00547137
DEU,Germany,1997,34.769605028404605,2481533.5,81.993831,122.65300390000002,60.92602021
DNK,Denmark,1997,96.97928900166697,164091.1875,5.276683,128.8415272,62.60198436
ESP,Spain,1997,91.52138442755081,891910.5,39.996221000000006,131.0512044,44.89171153
EST,Estonia,1997,316.78858424705504,13430.917969999999,1.409718,105.08917549999998,19.17950074
FIN,Finland,1997,101.16942513982707,142485.5,5.140755,138.5050691,55.79658389
FRA,France,1997,95.63324091521513,1674515.125,60.290831000000004,103.73755179999999,55.91156531
GBR,United Kingdom,1997,145.63732639008316,1756576.875,58.263858,107.44442109999999,60.69204467
GRC,Greece,1997,41.43706161162017,227896.9688,10.79819,124.2186435,42.48654641
HUN,Hungary,1997,529.6482669734155,137299.7031,10.311227,92.43264846,26.80544963
IRL,Ireland,1997,199.6389402845292,103901.4766,3.706032,136.6664246,56.43862192
ISL,Iceland,1997,118.04424712127086,8816.363281,0.272798,132.8342122,65.05971273
ISR,Israel,1997,85.85184038518014,154767.7969,5.630066,168.7265052,55.33895588
ITA,Italy,1997,18.00131013350125,1684239.25,57.044614,127.99400459999998,59.43646675
JPN,Japan,1997,4.369826860776821,4278626.0,125.048424,161.10457490000002,68.87949423
KOR,"Korea, Rep.",1997,30.755382103204106,944888.125,45.283939000000004,187.76134230000002,42.00490826
LUX,Luxembourg,1997,,18855.71875,0.41997399999999996,157.5113995,90.38253817
LVA,Latvia,1997,481.35405830469233,22514.31445,2.434628,61.27734373,18.61615393
MEX,Mexico,1997,154.56072468971215,989398.125,97.925825,116.86115590000001,20.33937906
NLD,Netherlands,1997,161.3649297027071,489407.3438,15.636130999999999,120.7274399,63.00935411
NOR,Norway,1997,145.1897958789521,173478.1875,4.412958000000001,120.73973970000002,79.13688074
NZL,New Zealand,1997,225.04513547114126,92884.72656,3.752102,114.8719251,49.83489151
POL,Poland,1997,185.94908758197164,469912.625,38.583109,97.21422120000001,24.51792655
PRT,Portugal,1997,121.37760746423129,186382.8594,10.159661999999999,156.9958647,36.93095657
SVK,Slovak Republic,1997,37.867554798828365,77666.71094,5.37849,127.83033470000001,29.06955574
SVN,Slovenia,1997,97.18612587649281,38873.41797,1.988077,130.4466706,39.3625634
SWE,Sweden,1997,234.1179371985104,272670.5625,8.859106,128.3157497,61.96011315
TUR,Turkey,1997,25.563991110951473,718617.5,60.394104000000006,93.47813453,23.95339592
USA,United States,1997,73.94397808313987,11437019.0,272.882865,123.9457788,84.37240385
AUS,Australia,1998,90.02602086897059,622528.6875,18.709175,135.2841994,66.98361445
AUT,Austria,1998,128.2501667076846,252683.9219,8.023166,147.3538875,63.40093714
BEL,Belgium,1998,,276300.0,10.216867,128.172594,54.44111248
CAN,Canada,1998,216.9989378995154,994437.625,30.145148,123.0404953,66.4085463
CHE,Switzerland,1998,197.15454125141372,275950.4375,7.113505,148.4308561,78.09285348
CHL,Chile,1998,341.99086878598024,161947.4375,14.788609,138.4383017,22.04502523
CZE,Czech Republic,1998,335.4834528338927,198359.4531,10.297977000000001,122.62221770000001,38.77616288
DEU,Germany,1998,63.51939795216873,2555663.0,82.010184,120.17385900000001,62.73351838
DNK,Denmark,1998,227.34419340221515,169237.75,5.29868,124.60360359999999,64.2973978
ESP,Spain,1998,139.53738527627485,951050.3125,40.151723,131.03684750000002,47.68295398
EST,Estonia,1998,623.0396159810002,14355.013669999998,1.406388,113.6382584,20.54765686
FIN,Finland,1998,541.4091535793414,153486.3594,5.1532290000000005,137.9741409,59.9589735
FRA,France,1998,118.38893196145062,1763625.625,60.531978,104.555339,58.65234508
GBR,United Kingdom,1998,274.66171365929534,1813215.375,58.456989,107.7473689,62.44199889
GRC,Greece,1998,,237137.7031,10.859311,132.87870420000002,43.96045554
HUN,Hungary,1998,413.2262002111261,140583.75,10.282936999999999,100.18955679999999,27.52211435
IRL,Ireland,1998,738.4644929576398,113868.4844,3.7439480000000005,132.7902088,61.22623841
ISL,Iceland,1998,106.78957429929406,9208.710938,0.275568,158.24297099999998,67.27193234
ISR,Israel,1998,90.30833927248227,161275.1875,5.764197,153.6656447,56.32388287
ITA,Italy,1998,12.542501226189545,1767813.625,57.010940000000005,120.1073722,62.42263845
JPN,Japan,1998,4.885723478483799,4172601.25,125.266403,149.216836,67.05576526
KOR,"Korea, Rep.",1998,87.18431304441785,857856.125,45.599569,141.1078328,37.87194108
LUX,Luxembourg,1998,,20824.39648,0.42583000000000004,147.5195409,98.44643992
LVA,Latvia,1998,299.8705428432692,24157.5918,2.41465,79.20093756,20.14017758
MEX,Mexico,1998,146.06584317671522,1053905.125,99.632299,111.9632466,21.29439035
NLD,Netherlands,1998,524.3873551783648,505081.6563,15.721627,117.8197527,64.67373665
NOR,Norway,1998,170.25352808421087,164536.5156,4.440109,134.8604601,74.59891493
NZL,New Zealand,1998,137.56023885582823,94122.92188,3.7835160000000005,98.90953319,50.07992525
POL,Poland,1998,220.0337983575063,489596.3438,38.550777000000004,101.49068709999999,25.56635861
PRT,Portugal,1998,146.08161224944098,194813.7969,10.198310000000001,160.95342680000002,38.45522421
SVK,Slovak Republic,1998,113.60802878453073,75494.80469,5.382521,122.2363547,28.23548027
SVN,Slovenia,1998,58.771473789156246,38664.57031,1.9881659999999999,137.11424499999998,39.14933521
SWE,Sweden,1998,452.2996395895525,283372.8438,8.861203999999999,126.33374199999999,64.37679328
TUR,Turkey,1998,20.549021653603976,701149.6875,61.344874,93.08055635,23.00892414
USA,United States,1998,118.74352648731916,11956923.0,276.35409599999997,126.6658773,87.09984313
AUS,Australia,1999,51.39237540436062,651364.3125,18.906935999999998,135.9534136,69.35322364
AUT,Austria,1999,83.50276169377861,261446.7031,8.032953,144.01696280000002,65.51968336
BEL,Belgium,1999,,286115.5625,10.237402000000001,128.4773918,56.26205223
CAN,Canada,1999,221.03609360772495,1055507.875,30.420215999999996,119.98669199999999,69.84945641
CHE,Switzerland,1999,258.3883313072124,280903.375,7.136813,144.5868474,79.23489486
CHL,Chile,1999,702.5807941034009,154421.9688,14.980483999999999,112.8009929,20.75138492
CZE,Czech Republic,1999,586.6637529707407,197539.8906,10.280525,119.1344483,38.68150487
DEU,Germany,1999,153.19959923902636,2641263.5,81.96583000000001,117.65332250000002,64.86982631
DNK,Denmark,1999,570.7151304683839,175906.0469,5.3194099999999995,112.4620858,66.57039744
ESP,Spain,1999,176.35670987099166,992942.6875,40.392585,135.5913507,49.48645917
EST,Estonia,1999,321.2548646544321,14893.9248,1.403821,91.48424172,21.35803374
FIN,Finland,1999,207.2640262206735,160226.3281,5.16478,130.2922516,62.45193505
FRA,France,1999,185.73114557266908,1829754.25,60.799015000000004,105.072554,60.58429625
GBR,United Kingdom,1999,323.3424976107858,1884668.25,58.657793999999996,101.37301109999999,64.68045026
GRC,Greece,1999,23.992862745124942,243539.4063,10.910741,125.7280982,44.934389200000005
HUN,Hungary,1999,405.533557432376,144869.8594,10.253110000000001,94.91269629,28.44371171
IRL,Ireland,1999,1119.2267513630538,123086.3828,3.788816,128.78920559999997,65.39888448
ISL,Iceland,1999,44.21446019929865,9795.511719,0.278376,139.7103776,70.83684087
ISR,Israel,1999,213.48437778330492,169812.5,5.8912629999999995,155.55350269999997,58.02632831
